gameId,year,round,date,venue,startTime,attendance,homeTeam,homeTeamScore,awayTeam,awayTeamScore,rainfall,homeWin,homeTeamLastWin,awayTeamLastWin,awayTravel,homeTravel,homeTeamChanges,awayTeamChanges,homeGameDifference,awayGameDifference,homeTeamImportanceDifference,awayTeamImportanceDifference,homeTeamImportanceLastGame,awayTeamImportanceLastGame,homeTeamImportanceLastFiveGames,awayTeamImportanceLastFiveGames,homeTeamImportanceSeasonAverage,awayTeamImportanceSeasonAverage
2015R101,2015,1,2015-04-02,M.C.G.,7:20 PM,83493,Carlton,78,Richmond,105,0.4,0,False,False,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015R102,2015,1,2015-04-04,M.C.G.,1:40 PM,27013,Melbourne,115,Gold Coast,89,0.0,2,False,False,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015R103,2015,1,2015-04-04,Stadium Australia,4:35 PM,23274,Sydney,72,Essendon,60,23.0,2,False,False,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015R104,2015,1,2015-04-04,Gabba,6:20 PM,31240,Brisbane Lions,74,Collingwood,86,0.4,0,False,False,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015R105,2015,1,2015-04-04,Docklands,7:20 PM,22366,Western Bulldogs,97,West Coast,87,0.0,2,False,True,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015R106,2015,1,2015-04-05,Docklands,1:10 PM,18794,St Kilda,78,Greater Western Sydney,87,0.0,0,False,True,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015R107,2015,1,2015-04-05,Adelaide Oval,2:50 PM,45607,Adelaide,140,North Melbourne,63,0.0,2,True,False,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015R108,2015,1,2015-04-05,Subiaco,4:40 PM,34099,Fremantle,75,Port Adelaide,68,0.0,2,False,False,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015R109,2015,1,2015-04-06,M.C.G.,3:20 PM,73584,Hawthorn,123,Geelong,61,0.0,2,True,False,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015R201,2015,2,2015-04-10,Subiaco,6:10 PM,34588,West Coast,131,Carlton,62,12.4,2,False,False,3,0,4,3,138,72,-23.24652777777778,-67.12037037037037,57.5,62.02272727272727,67.5625,65.46742424242423,67.61958874458874,68.2830266955267
2015R202,2015,2,2015-04-11,M.C.G.,1:45 PM,49945,Richmond,66,Western Bulldogs,85,0.0,0,True,True,0,0,2,1,283,-17,-31.17857142857143,0.0,58.13636363636363,82.63636363636364,66.77045454545454,76.65909090909089,66.67305194805195,75.47146464646465
2015R203,2015,2,2015-04-11,Manuka Oval,2:10 PM,8811,Greater Western Sydney,101,Melbourne,56,,2,True,True,2,1,1,2,27,-220,-44.2,-86.34126984126985,72.20454545454545,63.86363636363637,74.52196969696969,69.85681818181818,75.11920093795094,72.26599927849927
2015R204,2015,2,2015-04-11,Docklands,4:35 PM,33771,Collingwood,63,Adelaide,90,0.0,0,True,True,2,0,2,1,82,8,-56.85,-84.0,70.13636363636364,72.11363636363636,72.4659090909091,70.13749999999999,73.43429834054834,72.0516323953824
2015R205,2015,2,2015-04-11,Carrara,7:20 PM,13649,Gold Coast,76,St Kilda,104,0.0,0,False,False,3,0,3,3,57,397,-53.95767195767197,-46.666666666666664,57.93181818181818,58.06818181818182,69.69924242424243,66.89810606060605,69.04305555555557,67.43848304473305
2015R206,2015,2,2015-04-11,Adelaide Oval,7:10 PM,49765,Port Adelaide,44,Sydney,92,0.0,0,False,True,2,0,1,1,8,-213,0.0,-95.27777777777777,58.13636363636363,68.5,70.93181818181819,76.07272727272726,72.21715367965368,76.1214466089466
2015R207,2015,2,2015-04-12,Kardinia Park,1:10 PM,23723,Geelong,60,Fremantle,104,,0,False,True,4,0,3,1,212,6,-72.4375,-39.1,80.38636363636364,75.68181818181819,72.66666666666667,73.85909090909091,72.03829365079365,72.82112193362194
2015R208,2015,2,2015-04-12,M.C.G.,3:20 PM,59866,Essendon,78,Hawthorn,76,0.0,2,False,True,0,0,2,3,345,325,-57.06944444444444,-51.166666666666664,70.9090909090909,71.3409090909091,74.81628787878788,75.39242424242424,72.8202922077922,73.78996212121211
2015R209,2015,2,2015-04-12,Docklands,4:40 PM,22275,North Melbourne,133,Brisbane Lions,51,0.0,2,False,False,0,0,3,3,112,106,-41.25833333333333,-20.27777777777778,72.9090909090909,69.31818181818181,71.31363636363636,69.16628787878788,68.79854797979799,67.92935606060607
2015R301,2015,3,2015-04-17,M.C.G.,7:50 PM,45197,Collingwood,140,St Kilda,66,,2,False,True,0,0,3,2,86,91,62.849999999999994,-12.625,58.45454545454545,63.27272727272727,63.868181818181846,65.27651515151514,64.32026382708202,68.92604422093059
2015R302,2015,3,2015-04-18,M.C.G.,1:45 PM,54854,Carlton,84,Essendon,105,7.0,0,False,True,0,0,4,1,-196,-268,-5.639880952380956,9.388888888888886,62.86363636363637,68.45454545454545,67.07424242424243,73.94696969696969,68.3739900251264,73.97039904539903
2015R303,2015,3,2015-04-18,Adelaide Oval,1:40 PM,43713,Adelaide,80,Melbourne,55,0.0,2,True,False,2,0,2,1,-208,19,16.333333333333343,73.475,63.70454545454545,74.61363636363636,75.99621212121214,65.18977272727273,74.0314023098114,68.29563353313354
2015R304,2015,3,2015-04-18,S.C.G.,4:35 PM,31966,Sydney,111,Greater Western Sydney,90,1.0,2,True,True,0,0,2,1,298,36,1.946825396825389,-0.20000000000000284,78.0,62.27272727272727,77.97575757575757,75.04772727272727,77.37984427188972,75.7155194552922
2015R305,2015,3,2015-04-18,Docklands,7:20 PM,22586,North Melbourne,105,Port Adelaide,113,7.0,0,True,False,2,0,3,4,324,246,-14.633974358974356,-6.477678571428569,67.68181818181819,74.72727272727273,73.36818181818181,73.69848484848485,72.53380785880786,74.1982081050263
2015R306,2015,3,2015-04-18,Gabba,7:20 PM,22441,Brisbane Lions,58,Richmond,137,3.4,0,False,False,3,0,4,3,-26,-162,-7.163194444444443,10.141269841269839,78.4090909090909,65.31818181818181,73.34204545454544,68.26818181818182,69.89389095752732,67.49593739593739
2015R307,2015,3,2015-04-19,York Park,1:10 PM,15559,Hawthorn,127,Western Bulldogs,57,2.2,2,False,True,4,4,4,3,-318,254,-8.857281607281607,30.00925925925926,73.27272727272727,57.95454545454545,73.87954545454546,70.10909090909091,75.35231397390488,69.58353962956235
2015R308,2015,3,2015-04-19,Kardinia Park,3:20 PM,20813,Geelong,105,Gold Coast,96,5.4,2,False,False,0,0,5,5,48,284,-24.104489121989133,-3.402554945054945,79.06818181818181,65.77272727272727,74.18863636363636,72.11022727272726,74.79534884307611,70.35635166601075
2015R309,2015,3,2015-04-19,Subiaco,2:40 PM,39138,West Coast,81,Fremantle,111,0.0,0,True,True,0,0,2,1,-156,84,-60.05357142857143,4.035714285714285,74.75,82.8409090909091,69.4784090909091,77.69545454545454,72.95422229285867,75.49711349256805
2015R401,2015,4,2015-04-24,M.C.G.,7:50 PM,58175,Richmond,51,Melbourne,83,0.0,0,True,False,0,0,3,1,525,16,32.738461538461536,-4.0625,64.13636363636364,74.86363636363636,67.11363636363637,66.33181818181818,66.97206439393939,68.29731234674416
2015R402,2015,4,2015-04-25,Wellington,1:10 PM,12125,St Kilda,81,Carlton,121,,0,False,False,3,3,1,3,26,371,23.35714285714286,-11.21100427350428,61.81818181818182,68.18181818181819,64.16893939393938,68.92500000000001,67.6755171911422,69.69935660929978
2015R403,2015,4,2015-04-25,M.C.G.,2:40 PM,88395,Essendon,49,Collingwood,69,0.0,0,True,True,0,0,2,1,119,-24,23.910714285714285,-106.75,65.6590909090909,67.5,72.15227272727272,71.58257575757578,72.8610776534072,72.88259931356524
2015R404,2015,4,2015-04-25,Manuka Oval,5:40 PM,6917,Greater Western Sydney,119,Gold Coast,53,,2,False,False,0,1,1,3,6,31,20.285714285714285,-5.160805860805866,60.97727272727273,65.4090909090909,73.66363636363636,72.24393939393939,74.51110641252687,71.22447609208973
2015R405,2015,4,2015-04-25,Adelaide Oval,7:10 PM,49831,Port Adelaide,99,Hawthorn,91,13.2,2,True,True,2,0,2,1,-194,-45,17.477272727272734,-23.285714285714278,75.95454545454545,76.8409090909091,72.45075757575759,77.20454545454545,72.74642626943763,79.33858121045621
2015R406,2015,4,2015-04-25,Subiaco,6:45 PM,39009,Fremantle,74,Sydney,60,0.0,2,True,True,4,0,1,1,-63,-115,-24.6875,-7.273809523809533,85.11363636363636,76.43181818181819,79.55000000000001,79.49090909090908,77.68332813020311,78.59136441210305
2015R407,2015,4,2015-04-26,Gabba,1:10 PM,16632,Brisbane Lions,65,West Coast,118,0.0,0,False,False,4,0,4,1,198,83,-4.924381868131867,-0.9166666666666714,82.6590909090909,75.45454545454545,74.58939393939396,69.10454545454546,70.6052718115218,72.26231893106893
2015R408,2015,4,2015-04-26,Kardinia Park,3:20 PM,23452,Geelong,67,North Melbourne,83,,0,True,False,1,0,3,1,232,25,14.864163614163623,9.75,76.45454545454545,68.45454545454545,73.32878787878789,73.73787878787878,73.08493312243313,72.62554358520266
2015R409,2015,4,2015-04-26,Docklands,4:40 PM,19915,Western Bulldogs,125,Adelaide,68,,2,False,True,2,0,4,1,94,-14,-4.205219780219778,4.571428571428569,61.18181818181818,61.29545454545455,71.10075757575758,75.84621212121213,70.06694832944832,74.29270729270729
2015R501,2015,5,2015-05-01,M.C.G.,7:50 PM,71759,Carlton,45,Collingwood,120,0.0,0,True,True,0,0,4,1,-27,-12,17.506483100233098,51.5,60.88636363636363,63.5,66.2409090909091,68.08257575757578,67.54677183519095,69.33645221200369
2015R502,2015,5,2015-05-02,M.C.G.,1:45 PM,45228,Richmond,76,Geelong,85,0.0,0,False,False,1,0,5,3,-465,-20,-32.34439935064935,9.152116402116405,70.75,72.79545454545455,74.88636363636364,71.91969696969697,73.9558594443287,71.19734507916326
2015R503,2015,5,2015-05-02,S.C.G.,2:10 PM,25541,Sydney,73,Western Bulldogs,77,12.2,0,False,True,2,0,3,1,-155,58,-1.2236111111111114,14.239583333333336,76.88636363636364,64.77272727272727,79.52727272727272,72.59810606060606,78.60409484121045,73.21022990118912
2015R504,2015,5,2015-05-02,Carrara,4:35 PM,12464,Gold Coast,118,Brisbane Lions,54,83.6,2,False,False,0,0,5,1,217,-132,19.804055944055953,18.528571428571432,57.29545454545455,85.52272727272727,66.27992424242424,78.40909090909092,65.7950519567331,74.19588243196198
2015R505,2015,5,2015-05-02,Docklands,7:25 PM,38077,North Melbourne,70,Hawthorn,130,0.0,0,True,False,0,0,2,2,75,141,-4.7250000000000085,-9.41575091575092,67.97727272727273,78.68181818181819,73.64090909090909,79.70454545454547,73.70218988527812,80.70101283520401
2015R506,2015,5,2015-05-02,Subiaco,5:40 PM,34554,West Coast,120,Greater Western Sydney,33,0.0,2,True,True,4,0,3,1,12,60,9.156166056166057,25.429487179487175,74.79545454545455,58.36363636363637,69.04886363636365,72.36363636363636,71.73215195751959,74.34537279416958
2015R507,2015,5,2015-05-03,M.C.G.,1:10 PM,22892,Melbourne,50,Fremantle,118,0.0,0,True,True,4,0,3,1,-15,-22,11.27895021645022,17.8125,74.5909090909091,82.5,64.56704545454546,78.34545454545456,67.19318367498516,76.5457246593276
2015R508,2015,5,2015-05-03,Docklands,3:20 PM,29869,St Kilda,80,Essendon,82,0.0,0,False,False,0,0,5,1,-15,274,-3.3883333333333354,24.416666666666664,59.63636363636363,66.13636363636364,65.13295454545454,72.64393939393939,68.76210970402146,73.54209077464424
2015R509,2015,5,2015-05-03,Adelaide Oval,4:10 PM,49617,Adelaide,91,Port Adelaide,115,0.0,0,False,True,0,0,2,1,-17,-117,-14.369047619047613,-30.961805555555557,64.9090909090909,75.63636363636364,78.03295454545456,72.57765151515153,75.61537761480943,73.83511453823954
2015R601,2015,6,2015-05-08,M.C.G.,7:50 PM,52152,Collingwood,59,Geelong,100,0.2,0,True,True,1,0,3,4,-23,170,4.357142857142861,0.6116071428571388,65.31818181818181,72.75,69.02159090909093,72.96022727272727,70.23757651662063,71.4215893175452
2015R602,2015,6,2015-05-09,Bellerive Oval,1:45 PM,17544,North Melbourne,109,Richmond,74,0.0,2,False,False,2,2,3,4,-209,-213,-3.129166666666663,-7.429062257187262,68.38636363636364,75.1590909090909,74.78181818181818,75.54545454545455,74.16570145540734,75.22516197038256
2015R603,2015,6,2015-05-09,Docklands,2:10 PM,29619,Western Bulldogs,87,St Kilda,94,0.0,0,True,False,0,0,2,2,215,-508,24.328373015873012,-51.494642857142864,61.0,62.20454545454545,70.69318181818183,70.15151515151514,70.73710228237302,74.60388372582557
2015R604,2015,6,2015-05-09,Sydney Showground,4:35 PM,13556,Greater Western Sydney,108,Hawthorn,98,0.0,2,False,True,2,0,3,2,-27,374,-14.233134920634917,52.46666666666667,57.81818181818182,72.5909090909091,72.7621212121212,74.77878787878787,76.00729038118743,75.58004254732194
2015R605,2015,6,2015-05-09,Carrara,5:10 PM,12464,Gold Coast,78,Adelaide,119,0.0,0,True,False,3,0,7,4,-42,237,4.311354617604621,17.577742569930066,57.63636363636363,62.06818181818182,65.95151515151514,73.95227272727274,65.84313300336028,71.66201175718221
2015R606,2015,6,2015-05-09,M.C.G.,7:20 PM,26894,Melbourne,50,Sydney,88,0.0,0,False,False,2,0,4,3,174,-52,-0.7503472222222172,-3.434372612681429,71.36363636363636,81.02272727272727,64.4090909090909,81.02727272727273,67.23935812961547,79.23533726374636
2015R607,2015,6,2015-05-09,Subiaco,6:10 PM,37535,Fremantle,80,Essendon,52,0.0,2,True,True,3,0,1,2,242,241,16.85757575757576,-4.582575757575761,80.0,66.31818181818181,77.57272727272728,72.58863636363634,76.34934929523833,74.03847536710171
2015R608,2015,6,2015-05-10,Docklands,3:20 PM,20273,Carlton,75,Brisbane Lions,84,10.6,0,False,False,0,0,4,2,244,72,8.010985644257701,-6.038461538461547,60.52272727272727,81.43181818181819,64.04204545454547,78.95681818181819,64.80942221585605,74.03953134284016
2015R609,2015,6,2015-05-10,Adelaide Oval,4:10 PM,38508,Port Adelaide,68,West Coast,78,2.0,0,True,True,3,0,1,1,42,80,21.825000000000003,-1.0,78.20454545454545,75.8409090909091,73.36590909090911,69.06969696969698,73.75440998952027,72.45160158468983
2015R701,2015,7,2015-05-15,Docklands,7:50 PM,43972,Essendon,82,North Melbourne,93,2.0,0,False,True,0,0,4,1,-120,-61,0.806398809523813,-26.61818181818181,67.77272727272727,72.04545454545455,71.80227272727272,75.77272727272727,73.54114065329236,75.16919679282472
2015R702,2015,7,2015-05-16,Adelaide Oval,1:15 PM,43532,Adelaide,119,St Kilda,73,0.2,2,True,True,2,0,1,2,36,313,26.90714285714286,50.414682539682545,64.72727272727273,57.90909090909091,73.96060606060605,66.45795454545454,71.9346328916182,71.19447987727786
2015R703,2015,7,2015-05-16,M.C.G.,2:10 PM,41935,Hawthorn,155,Melbourne,50,0.0,2,False,False,0,0,4,4,-113,-71,29.3996663059163,0.9873949579832058,72.72727272727273,70.47727272727273,70.18522727272729,65.93106060606061,70.39297119094122,67.32154219346029
2015R704,2015,7,2015-05-16,Docklands,4:35 PM,16676,Carlton,57,Greater Western Sydney,135,0.0,0,False,True,2,0,8,1,-171,50,0.029280727442490218,14.014705882352942,67.93181818181819,59.31818181818182,64.74545454545454,72.89431818181816,67.04954833735002,74.54333343892871
2015R705,2015,7,2015-05-16,Stadium Australia,7:20 PM,28063,Sydney,120,Geelong,77,0.8,2,True,True,2,0,1,3,-6,-73,21.07386363636364,10.621906565656566,81.1590909090909,72.0909090909091,80.24090909090908,70.5227272727273,78.78925241747416,71.0447881478296
2015R706,2015,7,2015-05-16,Subiaco,5:40 PM,26964,West Coast,135,Gold Coast,43,4.0,2,True,False,0,0,1,6,-7,-206,-7.523809523809518,-1.545862470862481,77.54545454545455,57.04545454545455,69.57386363636364,67.18181818181817,72.3790837781031,66.49842657342657
2015R707,2015,7,2015-05-17,Docklands,1:10 PM,18170,Western Bulldogs,88,Fremantle,101,0.0,0,False,True,4,0,4,1,-220,100,-9.548908730158729,-11.25,64.93181818181819,79.68181818181819,74.75454545454545,77.86363636363637,72.67226091312604,77.24172097721211
2015R708,2015,7,2015-05-17,M.C.G.,3:20 PM,59034,Richmond,105,Collingwood,100,0.0,2,False,False,0,0,5,2,418,29,35.528611111111104,-33.23557692307692,69.77272727272727,67.25,68.60151515151516,71.48484848484851,66.9753481499893,73.20135552979012
2015R709,2015,7,2015-05-17,Gabba,4:40 PM,15957,Brisbane Lions,102,Port Adelaide,65,1.0,2,True,False,3,0,1,3,9,116,8.424999999999997,-3.957936507936509,80.5909090909091,76.88636363636364,78.58636363636364,73.10227272727273,72.68613340163527,74.59199635259743
2015R801,2015,8,2015-05-22,Docklands,7:50 PM,32032,Geelong,140,Carlton,63,0.4,2,False,False,0,1,3,5,-475,-137,-32.00658622423329,-9.926626984126983,79.72727272727273,66.6590909090909,75.57727272727274,68.08333333333333,75.03681414259974,69.79495776616433
2015R802,2015,8,2015-05-23,Docklands,1:45 PM,23598,St Kilda,78,West Coast,131,0.0,0,False,True,4,0,3,2,100,-101,-3.6343434343434353,10.010526315789463,61.88636363636363,74.4090909090909,68.54545454545455,67.09545454545456,72.13507410993252,72.81610172378362
2015R803,2015,8,2015-05-23,Sydney Showground,2:10 PM,9481,Greater Western Sydney,108,Adelaide,84,28.0,2,True,True,2,0,2,3,-38,139,-2.7613152617506316,34.179427326486156,59.02272727272727,56.34090909090909,73.2272727272727,68.8465909090909,75.59453482621844,68.21166465006442
2015R804,2015,8,2015-05-23,Carrara,4:35 PM,16440,Gold Coast,63,Collingwood,132,0.2,0,False,False,3,0,3,2,115,-21,-12.484259259259268,-36.91111111111111,59.04545454545455,71.79545454545455,68.28863636363636,75.97727272727275,68.4884801778615,76.24665369138084
2015R805,2015,8,2015-05-23,M.C.G.,7:20 PM,63319,Hawthorn,69,Sydney,73,0.0,0,True,True,2,0,3,1,-451,-25,-54.0536671539961,-19.172794117647058,78.13636363636364,80.25,77.31363636363636,81.88181818181819,78.3521470776581,80.04551623879219
2015R806,2015,8,2015-05-23,Subiaco,5:40 PM,35836,Fremantle,115,North Melbourne,42,0.0,2,True,True,3,0,1,2,-242,179,-16.80208333333333,28.735294117647065,82.18181818181819,69.13636363636364,79.05454545454546,73.8090909090909,78.19008552311743,72.82372272364796
